Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Year,Outlet_Size,Outlet_Location_Type,OUTLET TYPE,SALES
NCI31,20,Low Fat,8.13%,Others,$37.82,OUT035,2004,Small,Tier 2,Supermarket Type1,$439.43
FDL56,14.1,Low Fat,12.58%,Fruits and Vegetables,$87.12,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,529.37"
FDG29,17.6,Low Fat,5.66%,Frozen Foods,$41.75,OUT017,2007,null,Tier 2,Supermarket Type1,$209.73
FDJ45,17.75,LF,7.37%,Seafood,$35.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,$415.46
FDJ38,8.6,Regular,4.04%,Canned,$191.65,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,795.06"
NCO05,7.27,Low Fat,4.67%,Health and Hygiene,$100.44,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,970.77"
FDW24,6.8,Low Fat,6.28%,Baking Goods,$50.40,OUT010,1998,null,Tier 3,Grocery Store,$48.60
FDN34,null,Regular,4.55%,Snack Foods,$170.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,904.28"
FDH46,6.935,Regular,4.13%,Snack Foods,$103.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,$820.27
FDW39,6.69,Regular,3.69%,Meat,$175.14,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,235.06"
DRK59,null,Low Fat,7.51%,Hard Drinks,$233.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,452.87"
FDU25,12.35,Low Fat,2.67%,Canned,$57.42,OUT045,2002,null,Tier 2,Supermarket Type1,$810.94
FDC44,15.6,Low Fat,17.25%,Fruits and Vegetables,$115.15,OUT013,1987,High,Tier 3,Supermarket Type1,$683.11
FDG17,null,Regular,3.57%,Frozen Foods,$246.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$8,063.50"
FDI45,13.1,Low Fat,3.76%,Fruits and Vegetables,$175.51,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,451.48"
FDK08,9.195,Regular,12.22%,Fruits and Vegetables,$100.10,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,619.23"
FDW36,11.15,Low Fat,5.69%,Baking Goods,$107.16,OUT035,2004,Small,Tier 2,Supermarket Type1,$423.45
FDL39,16.1,Regular,6.33%,Dairy,$180.93,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,984.75"
FDS13,6.465,Low Fat,12.44%,Canned,$266.19,OUT013,1987,High,Tier 3,Supermarket Type1,"$5,299.77"
FDO57,20.75,Low Fat,10.89%,Snack Foods,$161.56,OUT049,1999,Medium,Tier 1,Supermarket Type1,$320.92
FDS37,7.655,Low Fat,3.21%,Canned,$115.75,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,548.68"
FDV26,20.25,Regular,7.61%,Dairy,$193.58,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,950.79"
FDJ22,18.75,low fat,5.28%,Snack Foods,$189.75,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,492.76"
FDC16,11.5,Regular,2.06%,Dairy,$86.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,038.65"
NCH42,null,Low Fat,3.64%,Household,$231.60,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$7,580.13"
FDD46,null,Low Fat,14.06%,Snack Foods,$154.80,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,383.60"
FDT25,7.5,Low Fat,5.07%,Canned,$123.21,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,837.61"
FDR34,17,Regular,1.60%,Snack Foods,$229.14,OUT045,2002,null,Tier 2,Supermarket Type1,"$4,580.70"
FDQ10,null,Low Fat,3.30%,Snack Foods,$170.44,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$5,000.82"
DRI03,6.03,Low Fat,2.27%,Dairy,$177.90,OUT046,1997,Small,Tier 1,Supermarket Type1,"$4,781.78"
FDB58,null,Regular,1.34%,Snack Foods,$143.72,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,821.72"
FDQ03,15,Regular,0.00%,Meat,$235.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,896.20"
DRD27,18.75,Low Fat,2.39%,Dairy,$97.40,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,281.70"
FDK33,17.85,Low Fat,1.13%,Snack Foods,$213.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$3,408.90"
DRL23,18.35,Low Fat,1.53%,Hard Drinks,$107.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,822.29"
FDW32,18.35,Regular,9.45%,Fruits and Vegetables,$87.19,OUT045,2002,null,Tier 2,Supermarket Type1,$515.33
NCL05,19.6,Low Fat,4.79%,Health and Hygiene,$44.68,OUT046,1997,Small,Tier 1,Supermarket Type1,$173.11
DRB01,null,Low Fat,8.18%,Soft Drinks,$190.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,$569.26
NCL06,14.65,Low Fat,7.22%,Household,$260.96,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,878.25"
FDH10,21,Low Fat,4.95%,Snack Foods,$195.35,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,162.49"
NCO14,9.6,Low Fat,2.98%,Household,$45.21,OUT017,2007,null,Tier 2,Supermarket Type1,$669.13
FDV03,17.6,Low Fat,5.82%,Meat,$154.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,326.97"
FDW52,14,Regular,3.77%,Frozen Foods,$166.45,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,769.13"
NCZ30,6.59,Low Fat,0.00%,Household,$119.11,OUT017,2007,null,Tier 2,Supermarket Type1,$964.08
FDY35,17.6,Regular,2.68%,Breads,$47.84,OUT010,1998,null,Tier 3,Grocery Store,$91.88
FDN31,11.5,Low Fat,7.29%,Fruits and Vegetables,$191.35,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,277.04"
FDX31,20.35,Regular,1.48%,Fruits and Vegetables,$234.10,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,570.65"
NCJ05,18.7,Low Fat,4.62%,Health and Hygiene,$152.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,677.15"
FDN56,5.46,Regular,10.77%,Fruits and Vegetables,$143.88,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,334.36"
FDZ04,9.31,Low Fat,3.80%,Frozen Foods,$62.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,$822.26
FDJ44,12.3,Regular,10.63%,Fruits and Vegetables,$174.94,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,569.96"
FDI08,18.2,Regular,6.67%,Fruits and Vegetables,$248.11,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,233.16"
FDB59,18.25,Low Fat,1.53%,Snack Foods,$200.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,984.08"
FDY15,18.25,Regular,17.12%,Dairy,$156.46,OUT045,2002,null,Tier 2,Supermarket Type1,$938.78
NCZ18,null,Low Fat,32.58%,Household,$252.77,OUT019,1985,Small,Tier 1,Grocery Store,$761.01
DRO47,10.195,Low Fat,11.29%,Hard Drinks,$114.49,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,490.09"
FDW21,5.34,Regular,0.60%,Snack Foods,$102.44,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,010.72"
FDZ14,null,Regular,4.74%,Dairy,$123.18,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,998.79"
FDM09,11.15,Regular,8.61%,Snack Foods,$167.88,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,886.24"
FDK43,9.8,Low Fat,2.69%,Meat,$126.30,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,036.05"
FDE45,12.1,Low Fat,4.05%,Fruits and Vegetables,$178.50,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$5,552.11"
FDR35,null,Low Fat,2.06%,Breads,$200.07,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$8,958.34"
FDT58,null,Low Fat,8.55%,Snack Foods,$169.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,523.41"
FDS57,15.5,Low Fat,0.00%,Snack Foods,$141.55,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,006.09"
FDF10,15.5,Regular,0.00%,Snack Foods,$147.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,324.28"
FDP03,5.15,Regular,10.24%,Meat,$122.14,OUT010,1998,null,Tier 3,Grocery Store,$495.36
FDT04,17.25,Low Fat,0.00%,Frozen Foods,$37.58,OUT010,1998,null,Tier 3,Grocery Store,$196.41
NCW53,18.35,Low Fat,3.05%,Health and Hygiene,$191.32,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,346.91"
FDA39,6.32,Low Fat,2.13%,Meat,$38.58,OUT010,1998,null,Tier 3,Grocery Store,$78.56
NCH29,5.51,Low Fat,3.45%,Health and Hygiene,$96.77,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,642.56"
FDU02,13.35,Low Fat,10.27%,Dairy,$228.84,OUT045,2002,null,Tier 2,Supermarket Type1,"$5,267.81"
FDN13,null,Low Fat,26.62%,Breakfast,$98.54,OUT019,1985,Small,Tier 1,Grocery Store,$402.14
FDX56,null,Regular,12.97%,Fruits and Vegetables,$206.86,OUT019,1985,Small,Tier 1,Grocery Store,$207.06
FDT11,null,Regular,2.92%,Breads,$189.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,567.36"
NCC18,null,Low Fat,17.64%,Household,$173.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,069.31"
FDA32,14,Low Fat,5.04%,Fruits and Vegetables,$214.72,OUT010,1998,null,Tier 3,Grocery Store,$862.88
FDU39,18.85,Low Fat,3.62%,Meat,$58.56,OUT018,2009,Medium,Tier 3,Supermarket Type2,$770.33
FDV27,null,Regular,7.00%,Meat,$89.35,OUT019,1985,Small,Tier 1,Grocery Store,$177.10
NCW53,18.35,Low Fat,3.06%,Health and Hygiene,$190.62,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,271.08"
NCZ42,10.5,Low Fat,1.13%,Household,$237.02,OUT013,1987,High,Tier 3,Supermarket Type1,"$5,451.57"
FDO46,9.6,Regular,0.00%,Snack Foods,$191.09,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,349.01"
FDQ57,null,Low Fat,2.78%,Snack Foods,$147.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,368.95"
FDZ36,6.035,Regular,6.61%,Baking Goods,$187.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,050.66"
FDK38,6.65,Low Fat,5.35%,Canned,$150.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$3,563.36"
FDU51,null,Regular,9.60%,Meat,$178.70,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,604.67"
FDS14,7.285,Low Fat,4.99%,Dairy,$156.93,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,571.29"
FDQ40,11.1,Regular,3.61%,Frozen Foods,$175.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,988.11"
FDE20,11.35,Regular,0.55%,Fruits and Vegetables,$167.88,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$4,074.70"
FDH58,12.3,Low Fat,3.69%,Snack Foods,$113.18,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,109.95"
NCK53,11.6,Low Fat,3.78%,Health and Hygiene,$99.30,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,281.70"
FDJ44,12.3,Regular,10.69%,Fruits and Vegetables,$173.74,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,663.23"
FDN22,18.85,Regular,13.86%,Snack Foods,$252.47,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,271.74"
FDH56,9.8,Regular,6.41%,Fruits and Vegetables,$116.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,621.89"
FDK48,7.445,Low Fat,3.77%,Baking Goods,$74.74,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,128.53"
FDQ40,11.1,Regular,3.60%,Frozen Foods,$177.27,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,109.25"
FDH10,21,Low Fat,4.93%,Snack Foods,$194.45,OUT035,2004,Small,Tier 2,Supermarket Type1,$968.74
FDM21,20.2,Low Fat,6.45%,Snack Foods,$259.26,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,091.98"
FDX12,18.2,Regular,2.61%,Baking Goods,$239.22,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,133.25"
FDM51,11.8,Regular,2.59%,Meat,$102.47,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,037.35"
FDG09,20.6,Regular,8.02%,Fruits and Vegetables,$188.96,OUT010,1998,null,Tier 3,Grocery Store,$563.27
DRD37,9.8,Low Fat,1.38%,Soft Drinks,$45.31,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,304.97"
FDN21,18.6,Low Fat,7.69%,Snack Foods,$161.02,OUT046,1997,Small,Tier 1,Supermarket Type1,$483.37
NCQ06,13,Low Fat,4.18%,Household,$256.70,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,805.02"
FDV52,20.7,Regular,12.15%,Frozen Foods,$118.05,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,060.62"
FDC10,9.8,Regular,7.33%,Snack Foods,$120.81,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,325.61"
FDX51,9.5,Regular,2.21%,Meat,$195.45,OUT035,2004,Small,Tier 2,Supermarket Type1,"$4,502.14"
NCD54,21.1,low fat,2.91%,Household,$144.68,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,889.57"
NCK18,null,Low Fat,0.67%,Household,$164.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,797.72"
FDZ01,8.975,Regular,0.91%,Canned,$104.10,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,476.78"
FDT48,4.92,Low Fat,4.60%,Baking Goods,$199.11,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,182.49"
FDB40,17.5,Regular,0.76%,Dairy,$145.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,895.53"
NCC07,null,Low Fat,2.38%,Household,$103.40,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,050.70"
FDT52,9.695,Regular,4.75%,Frozen Foods,$244.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,185.19"
FDK09,null,Low Fat,16.07%,Snack Foods,$227.54,OUT019,1985,Small,Tier 1,Grocery Store,$916.14
NCQ30,7.725,LF,4.87%,Household,$123.74,OUT010,1998,null,Tier 3,Grocery Store,$121.84
FDZ60,null,Low Fat,20.90%,Baking Goods,$106.06,OUT019,1985,Small,Tier 1,Grocery Store,$215.72
NCK18,9.6,Low Fat,0.67%,Household,$164.92,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,972.13"
FDV11,9.1,Regular,13.67%,Breads,$173.41,OUT010,1998,null,Tier 3,Grocery Store,$875.53
FDR25,17,Regular,14.03%,Canned,$265.69,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,649.88"
FDB26,14,Regular,3.13%,Canned,$52.36,OUT045,2002,null,Tier 2,Supermarket Type1,$745.70
DRD01,12.1,Regular,6.15%,Soft Drinks,$55.86,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,436.80"
FDG32,19.85,LF,17.70%,Fruits and Vegetables,$221.58,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,558.04"
FDY49,17.2,Regular,1.20%,Canned,$163.12,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,807.01"
FDD26,8.71,Regular,7.21%,Canned,$183.39,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,776.39"
FDC22,6.89,Regular,13.70%,Snack Foods,$192.68,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,703.15"
DRD27,18.75,Low Fat,0.00%,Dairy,$97.90,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,686.47"
FDA44,null,Low Fat,5.30%,Fruits and Vegetables,$57.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,754.38"
FDW01,14.5,LF,0.00%,Canned,$154.47,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,524.68"
FDV32,null,Low Fat,15.53%,Fruits and Vegetables,$64.15,OUT019,1985,Small,Tier 1,Grocery Store,$316.26
FDK32,null,Regular,4.87%,Fruits and Vegetables,$152.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$5,031.45"
NCA05,20.75,Low Fat,0.00%,Health and Hygiene,$149.47,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,969.47"
FDR10,17.6,Low Fat,1.00%,Snack Foods,$161.56,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,787.01"
FDL22,16.85,Low Fat,3.64%,Snack Foods,$91.05,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,086.59"
FDD10,20.6,Regular,0.00%,Snack Foods,$178.13,OUT035,2004,Small,Tier 2,Supermarket Type1,"$3,568.69"
FDW25,5.175,LF,3.74%,Canned,$86.92,OUT013,1987,High,Tier 3,Supermarket Type1,$255.67
FDR47,17.85,Low Fat,8.76%,Breads,$196.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,560.64"
DRF27,8.93,Low Fat,2.85%,Dairy,$152.23,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$5,053.42"
FDQ48,null,Regular,3.42%,Baking Goods,$97.27,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,957.45"
FDS37,7.655,Low Fat,3.19%,Canned,$114.15,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,158.49"
NCI18,18.35,LF,1.40%,Household,$224.57,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,692.50"
NCJ42,null,Low Fat,1.42%,Household,$100.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,743.06"
FDY48,14,Low Fat,2.37%,Baking Goods,$104.33,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,435.46"
FDB39,11.6,Low Fat,3.86%,Dairy,$56.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,$671.13
DRI37,15.85,Low Fat,10.80%,Soft Drinks,$57.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,$703.08
FDB58,10.5,Regular,1.36%,Snack Foods,$143.22,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,559.97"
FDV12,16.7,Regular,6.08%,Baking Goods,$98.74,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,773.69"
NCU06,17.6,Low Fat,7.43%,Household,$230.90,OUT013,1987,High,Tier 3,Supermarket Type1,"$4,364.32"
FDU34,18.25,Low Fat,7.55%,Snack Foods,$123.10,OUT018,2009,Medium,Tier 3,Supermarket Type2,$249.01
FDP31,21.1,Regular,16.22%,Fruits and Vegetables,$62.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,$383.50
FDV11,9.1,Regular,8.17%,Breads,$177.01,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,101.26"
NCY06,15.25,Low Fat,6.14%,Household,$131.00,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,348.94"
NCV41,14.35,Low Fat,1.71%,Health and Hygiene,$109.52,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,657.84"
FDQ52,null,Low Fat,11.88%,Frozen Foods,$248.84,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$6,705.27"
FDM38,5.885,Regular,9.27%,Canned,$53.70,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,525.35"
FDA14,16.1,Low Fat,6.52%,Dairy,$148.08,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,464.76"
FDB23,null,Regular,0.56%,Starchy Foods,$224.01,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,837.01"
DRH49,19.7,Low Fat,2.46%,Soft Drinks,$84.16,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,073.27"
FDI40,11.5,Regular,12.63%,Frozen Foods,$100.64,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,010.72"
FDR37,16.5,Regular,6.64%,Breakfast,$180.43,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,189.15"
FDS16,15.15,Regular,6.63%,Frozen Foods,$147.88,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$4,540.76"
FDT15,12.15,Regular,4.27%,Meat,$184.30,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,014.05"
FDL32,15.7,Regular,0.00%,Fruits and Vegetables,$112.45,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,230.40"
FDB39,11.6,Low Fat,3.87%,Dairy,$55.83,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,454.11"
FDX40,12.85,Low Fat,9.89%,Frozen Foods,$37.62,OUT013,1987,High,Tier 3,Supermarket Type1,$308.93
DRD13,15,Low Fat,4.92%,Soft Drinks,$65.62,OUT045,2002,null,Tier 2,Supermarket Type1,$639.17
FDZ43,11,Regular,5.70%,Fruits and Vegetables,$241.95,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,908.21"
DRM59,5.88,Low Fat,0.36%,Hard Drinks,$155.60,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,691.80"
NCZ18,7.825,Low Fat,0.00%,Household,$253.47,OUT017,2007,null,Tier 2,Supermarket Type1,"$6,849.08"
FDH52,null,Regular,4.37%,Frozen Foods,$60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,733.74"
FDM25,10.695,Regular,10.15%,Breakfast,$173.77,OUT010,1998,null,Tier 3,Grocery Store,$175.77
NCP05,null,Low Fat,2.52%,Health and Hygiene,$152.60,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$6,072.10"
FDY38,13.6,Regular,11.91%,Dairy,$231.23,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,330.30"
FDO37,8.06,Low Fat,2.15%,Breakfast,$230.33,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,386.20"
FDV49,null,Low Fat,2.57%,Canned,$262.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$7,136.71"
NCP02,7.105,Low Fat,7.50%,Household,$61.06,OUT010,1998,null,Tier 3,Grocery Store,$296.28
NCJ19,18.6,LF,11.84%,Others,$58.36,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,545.99"
FDW44,9.5,Regular,3.52%,Fruits and Vegetables,$171.84,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,556.67"
FDU56,16.85,LF,4.44%,Fruits and Vegetables,$182.43,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,028.69"
FDZ58,17.85,Low Fat,5.25%,Snack Foods,$123.71,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,450.14"
FDZ15,13.1,Low Fat,2.09%,Dairy,$117.48,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,906.85"
NCI06,11.3,Low Fat,4.78%,Household,$180.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$5,033.45"
FDD36,13.3,Low Fat,2.14%,Baking Goods,$120.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,777.69"
FDD56,15.2,Regular,10.40%,Fruits and Vegetables,$177.01,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,677.21"
FDX27,20.7,Regular,11.46%,Dairy,$94.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,$945.44
FDG50,7.405,Low Fat,2.56%,Canned,$89.71,OUT010,1998,null,Tier 3,Grocery Store,$182.43
FDU36,6.15,Low Fat,4.65%,Baking Goods,$100.54,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,675.15"
FDJ15,11.35,Regular,2.33%,Dairy,$182.56,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,307.69"
FDG32,19.85,Low Fat,17.60%,Fruits and Vegetables,$223.08,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,779.02"
FDV15,null,Low Fat,25.59%,Meat,$103.36,OUT019,1985,Small,Tier 1,Grocery Store,$311.59
FDS28,8.18,Regular,8.23%,Frozen Foods,$58.16,OUT013,1987,High,Tier 3,Supermarket Type1,$343.55
FDU23,12.15,Low Fat,2.18%,Breads,$165.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,302.37"
DRI03,6.03,Low Fat,2.27%,Dairy,$176.40,OUT035,2004,Small,Tier 2,Supermarket Type1,"$4,250.47"
FDH28,15.85,Regular,11.07%,Frozen Foods,$36.95,OUT017,2007,null,Tier 2,Supermarket Type1,$759.01
FDP16,18.6,Low Fat,6.58%,Frozen Foods,$245.78,OUT010,1998,null,Tier 3,Grocery Store,$245.68
NCQ29,12,Low Fat,0.00%,Health and Hygiene,$262.33,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,561.97"
NCH30,17.1,Low Fat,0.00%,Household,$114.69,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,358.23"
FDU31,10.5,Regular,2.50%,Fruits and Vegetables,$217.95,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,821.66"
FDF04,17.5,LF,1.37%,Frozen Foods,$256.33,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$6,199.93"
FDZ20,16.1,Low Fat,3.43%,Fruits and Vegetables,$255.24,OUT013,1987,High,Tier 3,Supermarket Type1,"$6,867.06"
NCK05,20.1,Low Fat,0.00%,Health and Hygiene,$61.35,OUT010,1998,null,Tier 3,Grocery Store,$183.76
FDV23,null,Low Fat,18.53%,Breads,$125.60,OUT019,1985,Small,Tier 1,Grocery Store,$622.52
FDA07,7.55,Regular,5.18%,Fruits and Vegetables,$122.61,OUT010,1998,null,Tier 3,Grocery Store,$122.51
FDL03,19.25,Regular,2.71%,Meat,$194.81,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,749.75"
FDX04,19.6,Regular,4.17%,Frozen Foods,$49.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,$958.75
FDV19,14.85,Regular,3.54%,Fruits and Vegetables,$161.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,444.12"
FDP22,14.65,Regular,9.95%,Snack Foods,$52.27,OUT018,2009,Medium,Tier 3,Supermarket Type2,$615.20
FDT34,9.3,Low Fat,17.53%,Snack Foods,$107.10,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,472.75"
FDZ26,null,Regular,14.33%,Dairy,$237.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$7,170.67"
NCM43,14.5,Low Fat,1.95%,Others,$163.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,446.82"
DRK35,8.365,Low Fat,7.18%,Hard Drinks,$37.95,OUT046,1997,Small,Tier 1,Supermarket Type1,$569.26
FDO20,12.85,Regular,0.00%,Fruits and Vegetables,$252.34,OUT046,1997,Small,Tier 1,Supermarket Type1,"$4,794.43"
FDO22,13.5,Regular,1.79%,Snack Foods,$79.50,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,438.13"
FDM46,7.365,Low Fat,16.00%,Snack Foods,$94.71,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,304.97"
FDO01,21.1,Regular,2.07%,Breakfast,$130.50,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,184.49"
NCX05,null,Low Fat,9.66%,Health and Hygiene,$117.45,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,621.89"
FDI46,9.5,Low Fat,7.45%,Snack Foods,$253.67,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$5,033.45"
FDD11,12.85,Low Fat,3.08%,Starchy Foods,$254.90,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,036.05"
